CustomerKey,Frequency_x,Recency_x,Monetary_x,R_score_x,F_score_x,M_score_x,RFM_score_x,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,DateFirstPurchase,CommuteDistance,Frequency_y,Recency_y,Monetary_y,R_score_y,F_score_y,M_score_y,RFM_score_y,Segment
16758,2,497,3368.574,3,1,4,8,,Justin,Perry,1998-06-11 16:19:12,Married,Male,justin4@adventure-works.com,121000.00000000001,0,1,Graduate Degree,Management,Y,2023-06-03,1-2 Miles,2,497,3368.574,3,1,4,8,Big Spenders
16759,2,435,8.008000000000001,4,1,1,6,,Jasmine,Bell,1991-08-19 11:31:12,Married,Female,jasmine26@adventure-works.com,121000.00000000001,0,1,Graduate Degree,Management,N,2023-10-22,2-5 Miles,2,435,8.008000000000001,4,1,1,6,Others
16760,3,662,74.76700000000001,1,2,2,5,,Sydney,Alexander,1988-11-06 07:40:48,Single,Female,sydney41@adventure-works.com,66000.0,4,0,Graduate Degree,Skilled Manual,N,2023-03-09,0-1 Miles,3,662,74.76700000000001,1,2,2,5,At Risk
16761,2,467,2723.545,4,1,4,9,,Angel,Ward,1997-12-12 17:16:48,Single,Male,angel12@adventure-works.com,44000.0,4,4,Partial College,Clerical,Y,2023-09-20,1-2 Miles,2,467,2723.545,4,1,4,9,Big Spenders
16762,3,466,2727.9339999999997,4,2,4,10,,Franklin,Ferrier,1997-07-04 11:31:12,Married,Male,franklin39@adventure-works.com,55000.00000000001,0,0,Graduate Degree,Skilled Manual,Y,2023-09-21,1-2 Miles,3,466,2727.9339999999997,4,2,4,10,Big Spenders
16763,1,630,1871.0890000000002,1,1,4,6,,Juan,Suarez,1998-12-27 00:57:36,Married,Male,juan6@adventure-works.com,55000.00000000001,0,0,Graduate Degree,Skilled Manual,Y,2023-04-10,1-2 Miles,1,630,1871.0890000000002,1,1,4,6,Big Spenders
16764,3,590,1936.5170000000003,2,2,4,8,,Thomas,Davis,1998-06-18 15:21:36,Married,Male,thomas65@adventure-works.com,55000.00000000001,0,0,Graduate Degree,Skilled Manual,Y,2023-05-20,1-2 Miles,3,590,1936.5170000000003,2,2,4,8,Big Spenders
16765,1,522,5.489000000000001,3,1,1,5,,Dalton,White,1998-08-09 20:09:36,Married,Male,dalton12@adventure-works.com,55000.00000000001,1,0,Graduate Degree,Skilled Manual,Y,2023-07-27,0-1 Miles,1,522,5.489000000000001,3,1,1,5,At Risk
16766,1,423,5.489000000000001,4,1,1,6,,Summer,Arun,1998-09-11 07:40:48,Single,Female,summer5@adventure-works.com,55000.00000000001,1,0,Graduate Degree,Skilled Manual,Y,2023-11-03,1-2 Miles,1,423,5.489000000000001,4,1,1,6,Others
16767,2,658,65.97800000000001,1,1,2,4,,Rafael,Liu,1998-04-23 23:02:24,Married,Male,rafael4@adventure-works.com,55000.00000000001,1,0,Graduate Degree,Skilled Manual,Y,2023-03-13,0-1 Miles,2,658,65.97800000000001,1,1,2,4,At Risk
16768,1,346,5.489000000000001,5,1,1,7,,Eduardo,Barnes,1998-08-13 07:40:48,Married,Male,eduardo47@adventure-works.com,55000.00000000001,1,0,Graduate Degree,Skilled Manual,Y,2024-01-19,0-1 Miles,1,346,5.489000000000001,5,1,1,7,New Customers
16769,1,441,5.489000000000001,4,1,1,6,,Tyler,Walker,1996-08-18 07:40:48,Married,Male,tyler23@adventure-works.com,66000.0,1,0,Graduate Degree,Skilled Manual,Y,2023-10-16,1-2 Miles,1,441,5.489000000000001,4,1,1,6,Others
16770,2,481,2726.174,3,1,4,8,,Charles,Rogers,1996-07-12 04:48:00,Married,Male,charles67@adventure-works.com,66000.0,1,1,Graduate Degree,Skilled Manual,Y,2023-09-06,0-1 Miles,2,481,2726.174,3,1,4,8,Big Spenders
16771,5,467,115.00500000000001,4,4,3,11,,Ian,Walker,1997-12-26 15:21:36,Married,Male,ian21@adventure-works.com,55000.00000000001,1,1,Graduate Degree,Skilled Manual,Y,2023-02-22,1-2 Miles,5,467,115.00500000000001,4,4,3,11,Loyal
16772,7,357,174.383,5,4,3,12,,Morgan,Parker,1996-11-22 14:24:00,Married,Female,morgan6@adventure-works.com,55000.00000000001,1,1,Graduate Degree,Skilled Manual,Y,2023-03-14,1-2 Miles,7,357,174.383,5,4,3,12,Loyal
16773,2,542,15.378000000000002,3,1,1,5,,David,Lal,1997-10-31 23:02:24,Married,Male,david61@adventure-works.com,66000.0,1,0,Graduate Degree,Skilled Manual,Y,2023-07-07,0-1 Miles,2,542,15.378000000000002,3,1,1,5,At Risk
16774,2,565,60.47800000000001,2,1,2,5,,Eduardo,Perry,2003-05-10 00:57:36,Single,Male,eduardo52@adventure-works.com,66000.0,1,0,Graduate Degree,Skilled Manual,Y,2023-06-14,2-5 Miles,2,565,60.47800000000001,2,1,2,5,At Risk
16775,1,469,5.489000000000001,4,1,1,6,,Sarah,Russell,2004-01-19 01:55:12,Married,Female,sarah44@adventure-works.com,66000.0,1,0,Graduate Degree,Professional,Y,2023-09-18,0-1 Miles,1,469,5.489000000000001,4,1,1,6,Others
16776,1,460,2687.685,4,1,4,9,,Dalton,Lewis,1994-10-14 08:38:24,Married,Male,dalton20@adventure-works.com,55000.00000000001,1,1,Bachelors,Skilled Manual,Y,2023-09-27,2-5 Miles,1,460,2687.685,4,1,4,9,Big Spenders
16777,2,676,137.489,1,1,3,5,,Cameron,Simmons,1965-02-25 13:26:24,Married,Male,cameron10@adventure-works.com,77000.0,4,0,Bachelors,Management,Y,2023-02-23,1-2 Miles,2,676,137.489,1,1,3,5,At Risk
16778,4,431,2795.4519999999998,4,3,4,11,,Blake,Hayes,1965-02-24 09:36:00,Single,Male,blake70@adventure-works.com,66000.0,4,0,Graduate Degree,Management,Y,2023-10-26,10+ Miles,4,431,2795.4519999999998,4,3,4,11,Most valuable
16779,2,434,2527.008,4,1,4,9,,Morgan,Watson,1978-01-26 06:43:12,Married,Female,morgan66@adventure-works.com,77000.0,5,0,Bachelors,Management,Y,2023-10-23,10+ Miles,2,434,2527.008,4,1,4,9,Big Spenders
16780,2,483,60.47800000000001,3,1,2,6,,Carlos,Bailey,1966-05-18 03:50:24,Married,Male,carlos18@adventure-works.com,77000.0,5,0,Bachelors,Management,Y,2023-09-04,2-5 Miles,2,483,60.47800000000001,3,1,2,6,At Risk
16781,3,702,70.917,1,2,2,5,,Dylan,Chen,1966-01-24 11:31:12,Married,Male,dylan25@adventure-works.com,77000.0,5,0,Bachelors,Management,Y,2023-01-28,10+ Miles,3,702,70.917,1,2,2,5,At Risk
16782,4,450,2730.453,4,3,4,11,,Lucas,Clark,1966-11-08 03:50:24,Married,Male,lucas33@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-10-07,2-5 Miles,4,450,2730.453,4,3,4,11,Most valuable
16783,3,405,2703.063,5,2,4,11,,Grace,Barnes,1967-10-09 09:36:00,Married,Female,grace50@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-11-21,10+ Miles,3,405,2703.063,5,2,4,11,Big Spenders
16784,2,609,1909.5780000000002,2,1,4,7,,Chloe,Long,1966-10-26 09:36:00,Married,Female,chloe76@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-05-01,10+ Miles,2,609,1909.5780000000002,2,1,4,7,Big Spenders
16785,4,458,2577.212,4,3,4,11,,Christian,Lee,1967-05-26 16:19:12,Married,Male,christian42@adventure-works.com,77000.0,3,1,Bachelors,Management,Y,2023-09-29,10+ Miles,4,458,2577.212,4,3,4,11,Most valuable
16786,1,432,2524.489,4,1,4,9,,Lucas,Reed,1967-07-15 13:26:24,Married,Male,lucas91@adventure-works.com,77000.0,4,1,Bachelors,Management,Y,2023-10-25,10+ Miles,1,432,2524.489,4,1,4,9,Big Spenders
16787,2,402,43.97800000000001,5,1,1,7,,Nicole,Jackson,1973-06-06 12:28:48,Single,Female,nicole12@adventure-works.com,77000.0,4,1,Bachelors,Management,Y,2023-11-24,10+ Miles,2,402,43.97800000000001,5,1,1,7,New Customers
16788,2,626,43.97800000000001,1,1,1,3,,Ronnie,Gao,1968-03-05 21:07:12,Married,Male,ronnie13@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-04-14,2-5 Miles,2,626,43.97800000000001,1,1,1,3,Churned Customer
16789,1,378,2687.685,5,1,4,10,,Jennifer,Harris,1968-09-07 11:31:12,Married,Female,jennifer42@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-12-18,2-5 Miles,1,378,2687.685,5,1,4,10,Big Spenders
16790,5,372,2821.412,5,4,4,13,,Hunter,Lopez,1974-05-08 22:04:48,Married,Male,hunter52@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-12-24,2-5 Miles,5,372,2821.412,5,4,4,13,Most valuable
16791,3,588,1902.967,2,2,4,8,,Leonard,Yuan,1968-04-01 13:26:24,Single,Male,leonard8@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-05-22,10+ Miles,3,588,1902.967,2,2,4,8,Big Spenders
16792,2,714,1909.5780000000002,1,1,4,6,,Maria,Torres,1968-05-11 00:00:00,Married,Female,maria16@adventure-works.com,66000.0,5,0,Bachelors,Management,Y,2023-01-16,2-5 Miles,2,714,1909.5780000000002,1,1,4,6,Big Spenders
16793,5,724,1967.8450000000003,1,4,4,9,,Savannah,Hernandez,1968-04-01 13:26:24,Single,Female,savannah41@adventure-works.com,66000.0,2,1,Bachelors,Management,Y,2023-01-06,10+ Miles,5,724,1967.8450000000003,1,4,4,9,Big Spenders
16794,3,716,1964.5670000000002,1,2,4,7,,Taylor,Cook,1968-03-12 20:09:36,Married,Female,taylor5@adventure-works.com,66000.0,2,1,Bachelors,Management,Y,2023-01-14,10+ Miles,3,716,1964.5670000000002,1,2,4,7,Big Spenders
16795,3,403,74.72300000000001,5,2,2,9,,Regina,Garcia,1968-03-29 01:55:12,Married,Female,regina14@adventure-works.com,77000.0,4,1,Bachelors,Management,Y,2023-11-23,1-2 Miles,3,403,74.72300000000001,5,2,2,9,New Customers
16796,2,594,60.47800000000001,2,1,2,5,,Kaitlyn,Martin,1969-07-03 18:14:24,Single,Female,kaitlyn37@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-05-16,10+ Miles,2,594,60.47800000000001,2,1,2,5,At Risk
16797,4,723,1905.486,1,3,4,8,,Evan,Reed,1970-01-12 07:40:48,Married,Male,evan21@adventure-works.com,66000.0,2,1,Partial College,Professional,N,2023-01-07,2-5 Miles,4,723,1905.486,1,3,4,8,Big Spenders
16798,4,715,1941.4560000000001,1,3,4,8,,Latasha,Martin,1969-05-27 15:21:36,Married,Female,latasha0@adventure-works.com,66000.0,2,1,Bachelors,Management,Y,2023-01-15,2-5 Miles,4,715,1941.4560000000001,1,3,4,8,Big Spenders
16799,1,708,1871.0890000000002,1,1,4,6,,Stephanie,Gonzales,1969-11-24 14:24:00,Married,Female,stephanie44@adventure-works.com,66000.0,2,1,Bachelors,Management,Y,2023-01-22,2-5 Miles,1,708,1871.0890000000002,1,1,4,6,Big Spenders
16800,6,361,83.424,5,4,2,11,,Jordan,Roberts,1970-09-18 17:16:48,Married,Female,jordan32@adventure-works.com,44000.0,2,1,High School,Professional,Y,2023-06-16,2-5 Miles,6,361,83.424,5,4,2,11,Loyal
16801,2,478,60.47800000000001,3,1,2,6,,Jasmine,Henderson,1976-08-11 20:09:36,Single,Female,jasmine45@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-09-09,10+ Miles,2,478,60.47800000000001,3,1,2,6,At Risk
16802,2,683,15.378000000000002,1,1,1,3,,Lucas,Allen,1970-10-13 01:55:12,Single,Male,lucas39@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-02-16,10+ Miles,2,683,15.378000000000002,1,1,1,3,Churned Customer
16803,3,717,1935.967,1,2,4,7,,Marcus,Peterson,1977-03-08 15:21:36,Married,Male,marcus80@adventure-works.com,66000.0,2,1,Partial College,Professional,N,2023-01-13,2-5 Miles,3,717,1935.967,1,2,4,7,Big Spenders
16804,3,716,1901.0970000000002,1,2,4,7,,Adam,Zhang,1972-06-14 05:45:36,Married,Male,adam20@adventure-works.com,66000.0,2,1,High School,Professional,Y,2023-01-14,2-5 Miles,3,716,1901.0970000000002,1,2,4,7,Big Spenders
16805,4,716,1945.8560000000002,1,3,4,8,,Fernando,Allen,1977-12-07 09:36:00,Single,Male,fernando23@adventure-works.com,66000.0,2,1,High School,Professional,Y,2023-01-14,10+ Miles,4,716,1945.8560000000002,1,3,4,8,Big Spenders
16806,2,390,60.47800000000001,5,1,2,8,,Louis,Zhao,1972-01-06 03:50:24,Married,Male,louis4@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-12-06,2-5 Miles,2,390,60.47800000000001,5,1,2,8,New Customers
16807,3,717,1901.0970000000002,1,2,4,7,,Virginia,Suri,1972-03-18 01:55:12,Married,Female,virginia1@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-01-13,10+ Miles,3,717,1901.0970000000002,1,2,4,7,Big Spenders
16808,2,472,15.378000000000002,3,1,1,5,,Jessica,Long,1972-03-16 22:04:48,Married,Female,jessica34@adventure-works.com,77000.0,4,2,Partial College,Professional,N,2023-09-15,1-2 Miles,2,472,15.378000000000002,3,1,1,5,At Risk
16809,2,442,15.378000000000002,4,1,1,6,,Bailey,Sanders,1978-04-04 17:16:48,Single,Female,bailey2@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2023-10-15,10+ Miles,2,442,15.378000000000002,4,1,1,6,Others
16810,3,429,3371.093,4,2,4,10,,Michael,Rodriguez,1973-04-06 00:57:36,Married,Male,michael52@adventure-works.com,77000.0,2,1,High School,Professional,N,2023-08-08,2-5 Miles,3,429,3371.093,4,2,4,10,Big Spenders
16811,1,673,1871.0890000000002,1,1,4,6,,Luis,Zhang,1972-10-31 10:33:36,Married,Male,luis23@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-02-26,10+ Miles,1,673,1871.0890000000002,1,1,4,6,Big Spenders
16812,2,684,1909.5780000000002,1,1,4,6,,Alexa,Richardson,1979-09-04 01:55:12,Married,Female,alexa7@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-02-15,2-5 Miles,2,684,1909.5780000000002,1,1,4,6,Big Spenders
16813,2,403,15.378000000000002,5,1,1,7,,Carson,Diaz,1972-10-25 15:21:36,Married,Male,carson21@adventure-works.com,66000.0,2,1,Partial College,Professional,Y,2023-11-23,10+ Miles,2,403,15.378000000000002,5,1,1,7,New Customers
16814,2,697,43.97800000000001,1,1,1,3,,Isabella,Collins,1979-07-28 23:02:24,Single,Female,isabella35@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2023-02-02,10+ Miles,2,697,43.97800000000001,1,1,1,3,Churned Customer
16815,1,356,5.489000000000001,5,1,1,7,,Jacob,Brown,1972-11-24 19:12:00,Married,Male,jacob4@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2024-01-09,1-2 Miles,1,356,5.489000000000001,5,1,1,7,New Customers
16816,1,362,5.489000000000001,5,1,1,7,,Julia,Miller,1979-01-31 07:40:48,Married,Female,julia28@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2024-01-03,10+ Miles,1,362,5.489000000000001,5,1,1,7,New Customers
16817,1,445,5.489000000000001,4,1,1,6,,Evan,Peterson,1973-08-11 15:21:36,Married,Male,evan5@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2023-10-12,10+ Miles,1,445,5.489000000000001,4,1,1,6,Others
16818,5,451,2631.134,4,4,4,12,,Gabrielle,Reed,1972-08-05 10:33:36,Married,Female,gabrielle3@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2023-10-06,2-5 Miles,5,451,2631.134,4,4,4,12,Most valuable
16819,2,445,2548.667,4,1,4,9,,Dalton,Cox,1974-03-27 00:00:00,Married,Male,dalton81@adventure-works.com,77000.0,4,2,Partial College,Professional,Y,2023-10-12,2-5 Miles,2,445,2548.667,4,1,4,9,Big Spenders
16820,7,388,3539.569,5,4,4,13,,Isabella,Gray,1973-09-08 11:31:12,Married,Female,isabella5@adventure-works.com,77000.0,5,2,Partial College,Professional,Y,2023-08-20,10+ Miles,7,388,3539.569,5,4,4,13,Most valuable
16821,9,500,7943.485000000001,3,4,5,12,,Mary,Carter,1981-03-31 06:43:12,Married,Female,mary23@adventure-works.com,143000.0,2,3,Bachelors,Management,N,2022-07-02,5-10 Miles,9,500,7943.485000000001,3,4,5,12,Big Spenders
16822,6,472,7894.018,3,4,5,12,,Marshall,Lin,1981-08-30 05:45:36,Married,Male,marshall7@adventure-works.com,165000.0,1,3,Partial College,Professional,N,2022-05-09,5-10 Miles,6,472,7894.018,3,4,5,12,Big Spenders
16823,8,464,7966.585,4,4,5,13,,Stacy,Ruiz,1981-03-31 06:43:12,Married,Female,stacy3@adventure-works.com,176000.0,1,3,Partial College,Professional,N,2022-05-08,5-10 Miles,8,464,7966.585,4,4,5,13,Most valuable
16824,6,519,7632.45175,3,4,5,12,,Randall,Munoz,1979-11-19 15:21:36,Married,Male,randall8@adventure-works.com,132000.0,2,4,High School,Professional,Y,2022-07-20,5-10 Miles,6,519,7632.45175,3,4,5,12,Big Spenders
16825,4,410,67.595,5,3,2,10,,Susan,Zeng,1980-02-19 06:43:12,Married,Female,susan33@adventure-works.com,132000.0,2,4,High School,Professional,Y,2023-11-16,5-10 Miles,4,410,67.595,5,3,2,10,Others
16826,8,496,7648.94075,3,4,5,12,,Roberto,Vazquez,1986-10-29 09:36:00,Married,Male,roberto15@adventure-works.com,143000.0,3,4,Partial College,Professional,Y,2022-08-23,5-10 Miles,8,496,7648.94075,3,4,5,12,Big Spenders
16827,8,436,7925.896000000001,4,4,5,13,,Jeffery,Chen,1992-05-08 19:12:00,Married,Male,jeffery2@adventure-works.com,187000.00000000003,3,3,Bachelors,Management,Y,2022-05-13,0-1 Miles,8,436,7925.896000000001,4,4,5,13,Most valuable
16828,8,442,7900.926,4,4,5,13,,Logan,Mitchell,1984-10-15 20:09:36,Married,Male,logan37@adventure-works.com,176000.0,2,4,High School,Professional,Y,2022-05-14,0-1 Miles,8,442,7900.926,4,4,5,13,Most valuable
16829,7,454,7903.907,4,4,5,13,,Wayne,Lal,1985-01-13 03:50:24,Married,Male,wayne10@adventure-works.com,176000.0,2,4,High School,Professional,Y,2022-05-06,5-10 Miles,7,454,7903.907,4,4,5,13,Most valuable
16830,6,496,7852.548000000001,3,4,5,12,,Alexandra,Hall,1978-01-22 19:12:00,Married,Female,alexandra89@adventure-works.com,143000.0,3,4,Partial College,Professional,Y,2022-07-31,5-10 Miles,6,496,7852.548000000001,3,4,5,12,Big Spenders
16831,7,441,7927.0070000000005,4,4,5,13,,Theodore,Vazquez,1977-07-18 21:07:12,Married,Male,theodore15@adventure-works.com,143000.0,3,4,Partial College,Professional,Y,2022-05-23,0-1 Miles,7,441,7927.0070000000005,4,4,5,13,Most valuable
16832,4,436,2606.956,4,3,4,11,,Isaiah,Parker,1950-12-19 20:09:36,Single,Male,isaiah21@adventure-works.com,77000.0,3,0,Graduate Degree,Management,Y,2023-10-21,5-10 Miles,4,436,2606.956,4,3,4,11,Most valuable
16833,4,430,2578.356,4,3,4,11,,Richard,Cooper,1951-03-14 12:28:48,Married,Male,richard90@adventure-works.com,99000.00000000001,3,0,Graduate Degree,Management,Y,2023-10-27,2-5 Miles,4,430,2578.356,4,3,4,11,Most valuable
16834,2,585,1926.0780000000002,2,1,4,7,,Morgan,Peterson,1952-04-01 11:31:12,Single,Female,morgan62@adventure-works.com,55000.00000000001,2,0,Graduate Degree,Management,Y,2023-05-25,5-10 Miles,2,585,1926.0780000000002,2,1,4,7,Big Spenders
16835,1,446,2524.489,4,1,4,9,,Noah,Nelson,1952-07-09 01:55:12,Married,Male,noah36@adventure-works.com,77000.0,4,0,Graduate Degree,Management,Y,2023-10-11,5-10 Miles,1,446,2524.489,4,1,4,9,Big Spenders
16836,6,379,3513.169,5,4,4,13,,David,Thomas,1989-10-06 09:36:00,Married,Male,david69@adventure-works.com,99000.00000000001,4,4,Partial College,Professional,Y,2023-08-15,2-5 Miles,6,379,3513.169,5,4,4,13,Most valuable
16837,3,380,171.017,5,2,3,10,,Elizabeth,Jackson,1989-09-01 14:24:00,Married,Female,elizabeth15@adventure-works.com,99000.00000000001,4,4,Partial College,Professional,Y,2023-08-03,2-5 Miles,3,380,171.017,5,2,3,10,New Customers
16838,2,458,15.378000000000002,4,1,1,6,,Jonathan,Griffin,1988-10-11 19:12:00,Single,Male,jonathan20@adventure-works.com,121000.00000000001,2,2,Bachelors,Management,N,2023-09-29,1-2 Miles,2,458,15.378000000000002,4,1,1,6,Others
16839,1,448,2524.489,4,1,4,9,,Julia,Ross,1989-04-08 10:33:36,Married,Female,julia70@adventure-works.com,187000.00000000003,0,0,Graduate Degree,Management,Y,2023-10-09,0-1 Miles,1,448,2524.489,4,1,4,9,Big Spenders
16840,4,553,194.645,2,3,3,8,,Xavier,Torres,1987-10-20 12:28:48,Married,Male,xavier70@adventure-works.com,88000.0,4,3,Bachelors,Management,Y,2023-05-23,2-5 Miles,4,553,194.645,2,3,3,8,Others
16841,3,582,139.656,2,2,3,7,,James,Turner,1988-08-02 00:57:36,Married,Male,james54@adventure-works.com,88000.0,4,3,Partial College,Professional,Y,2023-02-24,2-5 Miles,3,582,139.656,2,2,3,7,At Risk
16842,1,433,5.489000000000001,4,1,1,6,,Jenny,Yang,1994-04-04 19:12:00,Married,Female,jenny7@adventure-works.com,121000.00000000001,3,2,Bachelors,Management,Y,2023-10-24,2-5 Miles,1,433,5.489000000000001,4,1,1,6,Others
16843,3,431,98.96700000000001,4,2,2,8,,Jimmy,Ramos,1987-09-19 04:48:00,Single,Male,jimmy21@adventure-works.com,143000.0,2,2,Graduate Degree,Management,N,2023-10-26,0-1 Miles,3,431,98.96700000000001,4,2,2,8,Others
16844,4,436,2606.967,4,3,4,11,,Emma,Robinson,1994-08-06 22:04:48,Married,Female,emma17@adventure-works.com,176000.0,1,1,Bachelors,Management,Y,2023-10-21,0-1 Miles,4,436,2606.967,4,3,4,11,Most valuable
16845,3,453,2618.517,4,2,4,10,,Andrea,Adams,1994-10-06 05:45:36,Single,Female,andrea37@adventure-works.com,187000.00000000003,0,0,Graduate Degree,Management,N,2023-10-04,1-2 Miles,3,453,2618.517,4,2,4,10,Big Spenders
16846,4,622,199.04500000000002,2,3,3,8,,James,Phillips,1986-10-25 22:04:48,Single,Male,james55@adventure-works.com,88000.0,4,3,Partial College,Professional,Y,2023-02-20,2-5 Miles,4,622,199.04500000000002,2,3,3,8,Others
16847,5,405,208.93400000000003,5,4,3,12,,Eduardo,Hall,1999-06-01 15:21:36,Married,Male,eduardo23@adventure-works.com,88000.0,4,3,Partial College,Professional,Y,2023-06-13,2-5 Miles,5,405,208.93400000000003,5,4,3,12,Loyal
16848,4,347,137.995,5,3,3,11,,Jessica,Thomas,1999-06-19 00:57:36,Single,Female,jessica58@adventure-works.com,88000.0,4,3,Partial College,Professional,N,2023-01-30,0-1 Miles,4,347,137.995,5,3,3,11,Others
16849,4,361,194.645,5,3,3,11,,Jonathan,Collins,1993-08-22 18:14:24,Married,Male,jonathan32@adventure-works.com,88000.0,4,3,Partial College,Professional,Y,2023-12-03,2-5 Miles,4,361,194.645,5,3,3,11,Others
16850,2,454,2590.478,4,1,4,9,,Jessica,Jenkins,1987-04-13 06:43:12,Single,Female,jessica31@adventure-works.com,99000.00000000001,0,0,Partial College,Professional,N,2023-10-03,2-5 Miles,2,454,2590.478,4,1,4,9,Big Spenders
16851,4,435,2606.956,4,3,4,11,,Kevin,Hayes,1986-09-11 20:09:36,Single,Male,kevin25@adventure-works.com,110000.00000000001,0,2,Partial College,Professional,Y,2023-10-22,2-5 Miles,4,435,2606.956,4,3,4,11,Most valuable
16852,3,443,2646.017,4,2,4,10,,Kate,She,1993-04-13 16:19:12,Single,Female,kate0@adventure-works.com,121000.00000000001,4,2,Bachelors,Management,Y,2023-10-14,5-10 Miles,3,443,2646.017,4,2,4,10,Big Spenders
16853,1,377,5.489000000000001,5,1,1,7,,Christina,Bailey,1986-07-27 10:33:36,Single,Female,christina14@adventure-works.com,121000.00000000001,4,3,Bachelors,Management,Y,2023-12-19,5-10 Miles,1,377,5.489000000000001,5,1,1,7,New Customers
16854,4,454,2577.223,4,3,4,11,,Seth,Adams,1999-11-30 18:14:24,Married,Male,seth33@adventure-works.com,187000.00000000003,0,0,Graduate Degree,Management,Y,2023-10-03,1-2 Miles,4,454,2577.223,4,3,4,11,Most valuable
16855,4,380,166.04500000000002,5,3,3,11,,Evelyn,Srini,1986-04-03 14:24:00,Married,Female,evelyn9@adventure-works.com,88000.0,5,4,Partial College,Professional,Y,2023-10-15,5-10 Miles,4,380,166.04500000000002,5,3,3,11,Others
16856,2,491,15.378000000000002,3,1,1,5,,Erin,Rivera,1986-05-06 01:55:12,Married,Female,erin21@adventure-works.com,99000.00000000001,5,4,Partial College,Professional,Y,2023-08-27,5-10 Miles,2,491,15.378000000000002,3,1,1,5,At Risk
16857,2,607,60.47800000000001,2,1,2,5,,Lawrence,Munoz,1992-09-27 07:40:48,Married,Male,lawrence5@adventure-works.com,99000.00000000001,5,4,Partial College,Professional,Y,2023-05-03,5-10 Miles,2,607,60.47800000000001,2,1,2,5,At Risk
16858,1,390,5.489000000000001,5,1,1,7,,Jan,Lopez,1985-12-17 21:07:12,Married,Female,jan17@adventure-works.com,110000.00000000001,1,2,Partial College,Professional,Y,2023-12-06,5-10 Miles,1,390,5.489000000000001,5,1,1,7,New Customers
16859,3,441,2618.517,4,2,4,10,,Jack,Kumar,1992-05-12 06:43:12,Single,Male,jack29@adventure-works.com,110000.00000000001,1,2,Partial College,Professional,Y,2023-10-16,5-10 Miles,3,441,2618.517,4,2,4,10,Big Spenders
16860,1,660,5.489000000000001,1,1,1,3,,Haley,Rogers,1985-06-28 00:57:36,Married,Female,haley3@adventure-works.com,121000.00000000001,1,3,Bachelors,Management,Y,2023-03-11,1-2 Miles,1,660,5.489000000000001,1,1,1,3,Churned Customer
16861,2,353,15.378000000000002,5,1,1,7,,Luis,Sharma,1992-02-18 18:14:24,Single,Male,luis30@adventure-works.com,143000.0,1,2,Bachelors,Management,N,2024-01-12,0-1 Miles,2,353,15.378000000000002,5,1,1,7,New Customers
16862,2,353,43.97800000000001,5,1,1,7,,Timothy,Nelson,1986-05-16 12:28:48,Married,Male,timothy35@adventure-works.com,143000.0,1,2,Bachelors,Management,Y,2024-01-12,0-1 Miles,2,353,43.97800000000001,5,1,1,7,New Customers
16863,3,667,70.917,1,2,2,5,,Kaitlyn,Clark,1984-10-18 03:50:24,Married,Female,kaitlyn42@adventure-works.com,88000.0,5,4,Partial College,Professional,Y,2023-03-04,1-2 Miles,3,667,70.917,1,2,2,5,At Risk
16864,4,432,2606.967,4,3,4,11,,Grace,Ramirez,1984-06-27 15:21:36,Single,Female,grace42@adventure-works.com,110000.00000000001,3,2,Partial College,Professional,Y,2023-10-25,5-10 Miles,4,432,2606.967,4,3,4,11,Most valuable
16865,4,436,2606.956,4,3,4,11,,Jordyn,Diaz,1990-12-17 17:16:48,Married,Female,jordyn20@adventure-works.com,132000.0,1,3,High School,Professional,Y,2023-10-21,5-10 Miles,4,436,2606.956,4,3,4,11,Most valuable
16866,6,445,2688.895,4,4,4,12,,Alexandra,Parker,2004-02-28 16:19:12,Married,Female,alexandra50@adventure-works.com,143000.0,1,3,Bachelors,Management,Y,2023-10-12,2-5 Miles,6,445,2688.895,4,4,4,12,Most valuable
